ds,article,y,yhat,residual
2021-08-13,BAGUETTE,56.0,52.16760778478536,3.8323922152146395
2021-08-14,BAGUETTE,64.0,62.14230217622063,1.8576978237793682
2021-08-15,BAGUETTE,103.0,76.36468919955108,26.63531080044892
2021-08-16,BAGUETTE,53.0,54.33707278262062,-1.3370727826206235
2021-08-17,BAGUETTE,55.0,53.751505023047656,1.248494976952344
2021-08-18,BAGUETTE,55.0,47.56103453146601,7.438965468533993
2021-08-19,BAGUETTE,53.0,52.34634933682037,0.6536506631796328
2021-08-20,BAGUETTE,55.0,53.8822790059009,1.117720994099102
2021-08-21,BAGUETTE,74.0,63.85697339730218,10.143026602697823
2021-08-22,BAGUETTE,68.0,78.07936042067169,-10.07936042067169
2021-08-23,BAGUETTE,69.0,56.051744003745796,12.948255996254204
2021-08-24,BAGUETTE,81.0,55.46617624417975,25.53382375582025
2021-08-25,BAGUETTE,55.0,49.27570575258412,5.724294247415877
2021-08-26,BAGUETTE,65.0,54.06102055795682,10.938979442043177
2021-08-27,BAGUETTE,38.0,55.59695022701643,-17.59695022701643
2021-08-28,BAGUETTE,65.0,65.5716446184438,-0.5716446184437984
2021-08-29,BAGUETTE,76.0,79.79403164182759,-3.794031641827587
2021-08-30,BAGUETTE,33.0,57.76641522487096,-24.76641522487096
2021-08-31,BAGUETTE,35.0,57.1808474653262,-22.180847465326202
2021-09-01,BAGUETTE,33.0,50.99037697372994,-17.990376973729937
2021-09-02,BAGUETTE,29.0,55.775691779120265,-26.775691779120265
2021-09-03,BAGUETTE,36.0,57.31162144816834,-21.31162144816834
2021-09-04,BAGUETTE,49.0,67.2863158395854,-18.2863158395854
2021-09-05,BAGUETTE,76.0,81.50870286294818,-5.508702862948184
2021-09-06,BAGUETTE,38.0,57.258399853017984,-19.258399853017984
2021-09-07,BAGUETTE,47.0,56.84841638321392,-9.848416383213923
2021-09-08,BAGUETTE,18.0,51.15103791455417,-33.15103791455417
2021-09-09,BAGUETTE,39.0,55.473554514819156,-16.473554514819156
2021-09-10,BAGUETTE,32.0,55.57312124241599,-23.573121242415993
2021-09-11,BAGUETTE,67.0,66.37242289646204,0.6275771035379591
2021-09-12,BAGUETTE,68.0,81.17990558441736,-13.179905584417355
2021-09-13,BAGUETTE,47.0,58.63819710397021,-11.638197103970207
2021-09-14,BAGUETTE,24.0,58.22821363416694,-34.22821363416694
2021-09-15,BAGUETTE,24.0,52.53083516552486,-28.530835165524863
2021-09-16,BAGUETTE,37.0,56.853351765806316,-19.853351765806316
2021-09-17,BAGUETTE,29.0,56.952918493360215,-27.952918493360215
2021-09-18,BAGUETTE,48.0,67.75222014742916,-19.752220147429156
2021-09-19,BAGUETTE,39.0,82.55970283536195,-43.559702835361946
2021-09-20,BAGUETTE,29.0,60.0179943549166,-31.017994354916603
2021-09-21,BAGUETTE,24.0,59.60801088511113,-35.60801088511113
2021-09-22,BAGUETTE,3.0,53.910632416483665,-50.910632416483665
2021-09-23,BAGUETTE,27.0,58.233149016757984,-31.233149016757984
2021-09-24,BAGUETTE,43.0,58.33271574429998,-15.332715744299982
2021-09-25,BAGUETTE,42.0,69.13201739842707,-27.132017398427067
2021-09-26,BAGUETTE,45.0,83.93950008632527,-38.93950008632527
2021-09-27,BAGUETTE,24.0,61.39779160586883,-37.39779160586883
2021-09-28,BAGUETTE,27.0,60.98780813608227,-33.98780813608227
2021-09-29,BAGUETTE,17.0,55.29042966745435,-38.29042966745435
2021-09-30,BAGUETTE,22.0,59.61294626774514,-37.61294626774514
2021-10-01,BAGUETTE,27.0,59.712512995313396,-32.712512995313396
2021-10-02,BAGUETTE,32.0,70.51181464936336,-38.51181464936336
2021-10-03,BAGUETTE,41.0,85.31929733730661,-44.31929733730661
2021-10-04,BAGUETTE,29.0,62.77758885681814,-33.77758885681814
2021-10-05,BAGUETTE,24.0,62.3676053870534,-38.3676053870534
2021-10-06,BAGUETTE,21.0,28.425822033913555,-7.425822033913555
2021-10-07,BAGUETTE,33.0,34.22388154757062,-1.2238815475706204
2021-10-08,BAGUETTE,24.0,34.11984296672466,-10.119842966724661
2021-10-09,BAGUETTE,44.0,45.00239408901703,-1.0023940890170309
2021-10-10,BAGUETTE,48.0,58.14636994027484,-10.146369940274838
2021-10-11,BAGUETTE,28.0,35.520427896808975,-7.520427896808975
2021-10-12,BAGUETTE,15.0,34.33602324597961,-19.33602324597961
2021-10-13,BAGUETTE,11.0,27.08837381260669,-16.08837381260669
2021-10-14,BAGUETTE,21.0,32.88643332622973,-11.886433326229728
2021-10-15,BAGUETTE,18.0,32.78239474543729,-14.782394745437287
2021-10-16,BAGUETTE,27.0,43.664945867714074,-16.664945867714074
2021-10-17,BAGUETTE,49.0,56.80892171891496,-7.808921718914959
2021-10-18,BAGUETTE,28.0,34.182979675455535,-6.182979675455535
2021-10-19,BAGUETTE,19.0,32.998575024658166,-13.998575024658166
2021-10-20,BAGUETTE,14.0,25.75092559125025,-11.750925591250251
2021-10-21,BAGUETTE,33.0,31.548985104880877,1.4510148951191226
2021-10-22,BAGUETTE,31.0,31.444946524074954,-0.44494652407495394
2021-10-23,BAGUETTE,48.0,42.32749764637815,5.6725023536218515
2021-10-24,BAGUETTE,54.0,55.47147349759895,-1.47147349759895
2021-10-25,BAGUETTE,40.0,32.845531454102094,7.154468545897906
2021-10-26,BAGUETTE,38.0,31.661126803303922,6.338873196696078
2021-10-27,BAGUETTE,23.0,24.413477369893826,-1.413477369893826
2021-10-28,BAGUETTE,24.0,30.21153688353203,-6.21153688353203
2021-10-29,BAGUETTE,38.0,30.107498302750106,7.8925016972498945
2021-10-30,BAGUETTE,46.0,40.99004942501395,5.00995057498605
2021-10-31,BAGUETTE,55.0,54.13402527623907,0.8659747237609281
2021-11-01,BAGUETTE,31.0,31.508083232748643,-0.5080832327486426
2021-11-02,BAGUETTE,27.0,30.3236785819699,-3.323678581969901
2021-11-03,BAGUETTE,47.0,23.07602914856217,23.92397085143783
2021-11-04,BAGUETTE,25.0,28.874088662191138,-3.874088662191138
2021-11-05,BAGUETTE,33.0,25.733090835236837,7.266909164763163
2021-11-06,BAGUETTE,27.0,36.809327740303154,-9.809327740303154
2021-11-07,BAGUETTE,31.0,49.657977650259305,-18.657977650259305
2021-11-08,BAGUETTE,62.0,27.25920740333143,34.74079259666857
2021-11-09,BAGUETTE,43.0,25.506770122531105,17.493229877468895
2021-11-10,BAGUETTE,17.0,18.829075782113843,-1.8290757821138435
2021-11-11,BAGUETTE,30.0,24.195993456065683,5.804006543934317
2021-11-12,BAGUETTE,16.0,24.09334695275372,-8.09334695275372
2021-11-13,BAGUETTE,25.0,35.16958385784113,-10.169583857841133
2021-11-14,BAGUETTE,38.0,48.01823376780296,-10.018233767802961
2021-11-15,BAGUETTE,27.0,25.6194635208891,1.3805364791109014
2021-11-16,BAGUETTE,16.0,23.867026240029286,-7.867026240029286
2021-11-18,BAGUETTE,20.0,22.556249573526387,-2.5562495735263866
2021-11-19,BAGUETTE,26.0,22.453603070235026,3.546396929764974
2021-11-20,BAGUETTE,38.0,33.52983997534787,4.470160024652131
2021-11-21,BAGUETTE,36.0,46.37848988528611,-10.378489885286108
2021-11-22,BAGUETTE,14.0,23.97971963838387,-9.97971963838387
2021-11-23,BAGUETTE,23.0,22.22728235752749,0.7727176424725108
2021-11-25,BAGUETTE,25.0,20.916505691052812,4.083494308947188
2021-11-26,BAGUETTE,18.0,20.813859187717863,-2.8138591877178634
2021-11-27,BAGUETTE,35.0,31.890096092854613,3.1099039071453873
2021-11-28,BAGUETTE,45.0,44.73874600281066,0.2612539971893426
2021-11-29,BAGUETTE,28.0,22.33997575586649,5.66002424413351
2021-11-30,BAGUETTE,21.0,20.58753847503544,0.41246152496455935
2021-12-02,BAGUETTE,16.0,19.276761808579245,-3.276761808579245
2021-12-03,BAGUETTE,27.0,19.174115305199166,7.825884694800834
2021-12-04,BAGUETTE,20.0,30.250352210361346,-10.250352210361346
2021-12-05,BAGUETTE,40.0,42.17912995935732,-2.1791299593573186
2021-12-09,BAGUETTE,21.0,17.594620756328688,3.4053792436713124
2021-12-10,BAGUETTE,18.0,17.565733043072107,0.4342669569278925
2021-12-11,BAGUETTE,33.0,28.020254303124226,4.979745696875774
2021-12-12,BAGUETTE,33.0,40.524608875075494,-7.524608875075494
2021-12-13,BAGUETTE,19.0,19.593469875590063,-0.5934698755900634
2021-12-14,BAGUETTE,18.0,17.397496450308996,0.6025035496910043
2021-12-16,BAGUETTE,19.0,15.940099672052288,3.0599003279477124
2021-12-17,BAGUETTE,30.0,15.911211958752398,14.088788041247602
2021-12-18,BAGUETTE,36.0,26.365733218828808,9.634266781171192
2021-12-19,BAGUETTE,35.0,38.87008779075785,-3.87008779075785
2021-12-20,BAGUETTE,26.0,17.938948791271226,8.061051208728774
2021-12-21,BAGUETTE,27.0,15.742975365996022,11.257024634003978
2021-12-22,BAGUETTE,18.0,8.808608753789409,9.191391246210591
2021-12-23,BAGUETTE,29.0,14.285578587751115,14.714421412248885
2021-12-24,BAGUETTE,36.0,14.256690874432701,21.7433091255673
2021-12-25,BAGUETTE,32.0,24.71121213456333,7.288787865436671
2021-12-26,BAGUETTE,32.0,37.21556670646024,-5.215566706460237
2021-12-27,BAGUETTE,36.0,16.284427706964706,19.715572293035294
2021-12-28,BAGUETTE,41.0,14.088454281706696,26.911545718293304
2021-12-29,BAGUETTE,35.0,7.154087669497326,27.845912330502674
2021-12-30,BAGUETTE,29.0,12.631057503474725,16.368942496525275
2021-12-31,BAGUETTE,49.0,12.602169790180815,36.39783020981918
2022-01-02,BAGUETTE,55.0,35.561045622162624,19.438954377837376
2022-01-03,BAGUETTE,15.0,14.629906622717963,0.3700933772820374
2022-01-04,BAGUETTE,1.0,18.970513276253907,-17.970513276253907
2022-01-06,BAGUETTE,23.0,17.48284428293492,5.51715571706508
2022-01-07,BAGUETTE,14.0,18.180116929467374,-4.180116929467374
2022-01-08,BAGUETTE,20.0,27.806477444627347,-7.8064774446273475
2022-01-09,BAGUETTE,27.0,39.847403258709676,-12.847403258709676
2022-01-10,BAGUETTE,23.0,19.531602069529853,3.4683979304701467
2022-01-11,BAGUETTE,16.0,17.721960699423377,-1.7219606994233772
2022-01-13,BAGUETTE,15.0,16.2342917060904,-1.2342917060903993
2022-01-14,BAGUETTE,19.0,16.931564352644525,2.068435647355475
2022-01-15,BAGUETTE,27.0,26.557924867794842,0.44207513220515793
2022-01-16,BAGUETTE,33.0,38.5988506818569,-5.598850681856902
2022-01-17,BAGUETTE,19.0,18.28304949268123,0.7169505073187707
2022-01-18,BAGUETTE,18.0,16.473408122592858,1.5265918774071423
2022-01-20,BAGUETTE,20.0,14.985739129245873,5.014260870754127
2022-01-21,BAGUETTE,23.0,15.68301177578908,7.31698822421092
2022-01-22,BAGUETTE,28.0,25.309372290989707,2.6906277090102932
2022-01-23,BAGUETTE,51.0,37.35029810503857,13.649701894961431
2022-01-24,BAGUETTE,19.0,17.034496915891424,1.965503084108576
2022-01-25,BAGUETTE,24.0,15.224855545741217,8.775144454258783
2022-01-27,BAGUETTE,28.0,13.73718655243174,14.26281344756826
2022-01-28,BAGUETTE,23.0,14.434459198965671,8.565540801034329
2022-01-29,BAGUETTE,24.0,24.060819714184557,-0.06081971418455723
2022-01-30,BAGUETTE,35.0,36.101745528202635,-1.1017455282026347
2022-01-31,BAGUETTE,17.0,15.785944339042798,1.214055660957202
2022-02-01,BAGUETTE,25.0,13.9763029689107,11.0236970310893
2022-02-03,BAGUETTE,23.0,13.610760925251903,9.389239074748097
2022-02-04,BAGUETTE,21.0,14.133761740084443,6.866238259915557
2022-02-05,BAGUETTE,24.0,23.460188869565748,0.5398111304342521
2022-02-06,BAGUETTE,55.0,35.47507358689519,19.524926413104808
2022-02-07,BAGUETTE,27.0,15.393481229877104,11.606518770122896
2022-02-08,BAGUETTE,30.0,13.483140768237059,16.516859231762943
2022-02-10,BAGUETTE,24.0,12.398099429138616,11.601900570861384
2022-02-11,BAGUETTE,23.0,12.921100243956092,10.078899756043908
2022-02-12,BAGUETTE,21.0,22.247527373455984,-1.2475273734559842
2022-02-13,BAGUETTE,45.0,34.2624120907375,10.737587909262501
2022-02-14,BAGUETTE,28.0,14.180819733723684,13.819180266276316
2022-02-15,BAGUETTE,31.0,12.270479272104566,18.729520727895434
2022-02-17,BAGUETTE,35.0,11.185437932959218,23.814562067040782
2022-02-18,BAGUETTE,39.0,11.708438747795496,27.291561252204502
2022-02-19,BAGUETTE,45.0,21.03486587731848,23.96513412268152
2022-02-20,BAGUETTE,43.0,33.04975059457982,9.95024940542018
2022-02-21,BAGUETTE,24.0,12.968158237574487,11.031841762425513
2022-02-22,BAGUETTE,31.0,11.057817775958698,19.942182224041304
2022-02-24,BAGUETTE,31.0,9.972776436840554,21.027223563159446
2022-02-25,BAGUETTE,35.0,10.495777251667139,24.50422274833286
2022-02-26,BAGUETTE,38.0,19.822204381126205,18.177795618873795
2022-02-27,BAGUETTE,61.0,31.837089098491052,29.162910901508948
2022-02-28,BAGUETTE,23.0,11.755496741416845,11.244503258583155
2022-03-01,BAGUETTE,28.0,9.845156279822962,18.154843720177038
2022-03-02,BAGUETTE,10.0,3.6518713751754355,6.3481286248245645
2022-03-03,BAGUETTE,24.0,8.7601149406969,15.2398850593031
2022-03-04,BAGUETTE,26.0,9.283115755506554,16.716884244493446
2022-03-05,BAGUETTE,39.0,26.494171505240384,12.505828494759616
2022-03-06,BAGUETTE,47.0,38.932206057713884,8.067793942286116
2022-03-07,BAGUETTE,25.0,18.584494473168455,6.415505526831545
2022-03-08,BAGUETTE,25.0,17.149224907110366,7.850775092889634
2022-03-09,BAGUETTE,17.0,11.138388600049764,5.861611399950236
2022-03-10,BAGUETTE,19.0,16.224573562157985,2.7754264378420146
2022-03-11,BAGUETTE,26.0,16.86327614700263,9.13672385299737
2022-03-12,BAGUETTE,27.0,25.689645816683317,1.310354183316683
2022-03-13,BAGUETTE,36.0,38.12768036910903,-2.1276803691090294
2022-03-14,BAGUETTE,24.0,17.779968784629844,6.220031215370156
2022-03-15,BAGUETTE,28.0,16.344699218528408,11.655300781471592
2022-03-16,BAGUETTE,20.0,10.333862911468938,9.666137088531062
2022-03-17,BAGUETTE,10.0,15.420047873561089,-5.420047873561089
2022-03-18,BAGUETTE,17.0,16.058750458393668,0.9412495416063322
2022-03-19,BAGUETTE,28.0,24.885120128098208,3.114879871901792
2022-03-20,BAGUETTE,32.0,37.32315468050416,-5.32315468050416
2022-03-21,BAGUETTE,30.0,16.97544309602926,13.02455690397074
2022-03-22,BAGUETTE,17.0,15.540173529923399,1.4598264700766013
2022-03-23,BAGUETTE,16.0,9.529337222888095,6.4706627771119045
2022-03-24,BAGUETTE,12.0,14.615522184995964,-2.615522184995964
2022-03-25,BAGUETTE,26.0,15.25422476978887,10.74577523021113
2022-03-26,BAGUETTE,32.0,24.080594439458757,7.919405560541243
2022-03-27,BAGUETTE,42.0,36.51862899191667,5.481371008083329
2022-03-28,BAGUETTE,23.0,16.17091740742868,6.829082592571321
2022-03-29,BAGUETTE,20.0,14.735647841341441,5.264352158658559
2022-03-30,BAGUETTE,15.0,8.724811534294643,6.275188465705357
2022-03-31,BAGUETTE,25.0,13.810996496430835,11.189003503569165
2022-04-01,BAGUETTE,29.0,14.449699081213101,14.550300918786899
2022-04-02,BAGUETTE,23.0,23.276068750845578,-0.27606875084557814
2022-04-03,BAGUETTE,32.0,35.71410330332918,-3.714103303329182
2022-04-04,BAGUETTE,16.0,19.442551957615542,-3.4425519576155423
2022-04-05,BAGUETTE,15.0,17.938161665025028,-2.938161665025028
2022-04-06,BAGUETTE,27.0,12.21825128401247,14.78174871598753
2022-04-07,BAGUETTE,14.0,16.754357125654924,-2.7543571256549235
2022-04-08,BAGUETTE,23.0,17.87086205003542,5.12913794996458
2022-04-09,BAGUETTE,36.0,26.574284976736237,9.425715023263763
2022-04-10,BAGUETTE,48.0,38.7336411904677,9.2663588095323
2022-04-11,BAGUETTE,34.0,18.907688503543064,15.092311496456936
2022-04-12,BAGUETTE,16.0,17.40329821095688,-1.40329821095688
2022-04-13,BAGUETTE,36.0,11.683387829980369,24.31661217001963
2022-04-14,BAGUETTE,29.0,16.219493671583685,12.780506328416315
2022-04-15,BAGUETTE,38.0,17.335998595953104,20.664001404046896
2022-04-16,BAGUETTE,57.0,26.0394215226767,30.9605784773233
2022-04-17,BAGUETTE,36.0,38.198777736389346,-2.1987777363893457
2022-04-18,BAGUETTE,68.0,18.372825049468393,49.62717495053161
2022-04-19,BAGUETTE,28.0,16.868434756888725,11.131565243111275
2022-04-20,BAGUETTE,20.0,11.148524375900926,8.851475624099074
2022-04-21,BAGUETTE,47.0,15.684630217518148,31.315369782481852
2022-04-22,BAGUETTE,28.0,16.80113514190456,11.19886485809544
2022-04-23,BAGUETTE,32.0,25.504558068643565,6.495441931356435
2022-04-24,BAGUETTE,41.0,37.663914282342716,3.3360857176572836
2022-04-25,BAGUETTE,24.0,17.83796159539373,6.162038404606271
2022-04-26,BAGUETTE,19.0,16.33357130283282,2.6664286971671807
2022-04-27,BAGUETTE,19.0,10.613660921845158,8.386339078154842
2022-04-28,BAGUETTE,22.0,15.149766763477636,6.850233236522364
2022-04-29,BAGUETTE,25.0,16.266271687822243,8.733728312177757
2022-04-30,BAGUETTE,52.0,24.969694614584018,27.030305385415982
2022-05-01,BAGUETTE,64.0,37.129050828264354,26.870949171735646
2022-05-02,BAGUETTE,24.0,17.303098141379415,6.696901858620585
2022-05-03,BAGUETTE,22.0,15.798707848764671,6.201292151235329
2022-05-05,BAGUETTE,17.0,22.635650824871156,-5.635650824871156
2022-05-06,BAGUETTE,40.0,23.775077387692306,16.224922612307694
2022-05-07,BAGUETTE,35.0,32.93682016635064,2.0631798336493574
2022-05-08,BAGUETTE,45.0,44.610636358160036,0.38936364183996375
2022-05-09,BAGUETTE,21.0,25.362603124758074,-4.362603124758074
2022-05-10,BAGUETTE,18.0,23.054658346891905,-5.054658346891905
2022-05-11,BAGUETTE,27.0,18.32694055038924,8.673059449610761
2022-05-12,BAGUETTE,24.0,22.596208201523666,1.403791798476334
2022-05-13,BAGUETTE,22.0,23.735634764307587,-1.7356347643075871
2022-05-14,BAGUETTE,37.0,32.8973775429871,4.102622457012899
2022-05-15,BAGUETTE,50.0,44.571193734778056,5.428806265221944
2022-05-16,BAGUETTE,37.0,25.323160501378577,11.676839498621423
2022-05-17,BAGUETTE,23.0,23.01521572350861,-0.015215723508610779
2022-05-18,BAGUETTE,24.0,18.28749792701619,5.71250207298381
2022-05-19,BAGUETTE,19.0,22.556765578148323,-3.5567655781483225
2022-05-20,BAGUETTE,29.0,23.696192140922864,5.303807859077136
2022-05-21,BAGUETTE,46.0,32.85793491964746,13.142065080352538
2022-05-22,BAGUETTE,57.0,44.53175111141043,12.46824888858957
2022-05-23,BAGUETTE,28.0,25.28371787806249,2.7162821219375104
2022-05-24,BAGUETTE,20.0,22.975773100146966,-2.9757731001469665
2022-05-25,BAGUETTE,31.0,18.24805530365541,12.75194469634459
2022-05-26,BAGUETTE,45.0,22.51732295477909,22.48267704522091
2022-05-27,BAGUETTE,64.0,23.656749517566862,40.343250482433135
2022-05-28,BAGUETTE,55.0,32.81849229626002,22.18150770373998
2022-05-29,BAGUETTE,71.0,44.49230848805934,26.507691511940664
2022-05-30,BAGUETTE,35.0,25.244275254681035,9.755724745318965
2022-05-31,BAGUETTE,29.0,22.936330476785326,6.063669523214674
2022-06-01,BAGUETTE,33.0,18.208612680273163,14.791387319726837
2022-06-02,BAGUETTE,33.0,22.477880331403746,10.522119668596254
2022-06-03,BAGUETTE,36.0,28.690576666733243,7.309423333266757
2022-06-04,BAGUETTE,36.0,37.63732139245234,-1.6373213924523426
2022-06-05,BAGUETTE,86.0,49.385161726927734,36.614838273072266
2022-06-06,BAGUETTE,62.0,29.832305140188854,32.16769485981115
2022-06-07,BAGUETTE,44.0,27.25309172226077,16.74690827773923
2022-06-08,BAGUETTE,36.0,23.431058975324056,12.568941024675944
2022-06-09,BAGUETTE,18.0,27.239597185171817,-9.239597185171817
2022-06-10,BAGUETTE,15.0,28.94395369037169,-13.94395369037169
2022-06-11,BAGUETTE,42.0,37.890698416078465,4.109301583921535
2022-06-12,BAGUETTE,47.0,49.638538750514286,-2.638538750514286
2022-06-13,BAGUETTE,39.0,30.08568216377674,8.914317836223258
2022-06-14,BAGUETTE,34.0,27.506468745878056,6.493531254121944
2022-06-15,BAGUETTE,32.0,23.68443599890864,8.31556400109136
2022-06-16,BAGUETTE,25.0,27.492974208763634,-2.492974208763634
2022-06-17,BAGUETTE,21.0,29.197330713955107,-8.197330713955107
2022-06-18,BAGUETTE,38.0,38.14407543968257,-0.14407543968256675
2022-06-19,BAGUETTE,52.0,49.891915774131135,2.108084225868865
2022-06-20,BAGUETTE,16.0,30.33905918736463,-14.33905918736463
2022-06-21,BAGUETTE,28.0,27.75984576946028,0.2401542305397193
2022-06-22,BAGUETTE,20.0,23.9378130225241,-3.9378130225241
2022-06-23,BAGUETTE,33.0,27.74635123238301,5.2536487676169905
2022-06-24,BAGUETTE,31.0,29.450707737566052,1.5492922624339478
2022-06-25,BAGUETTE,33.0,38.39745246325437,-5.397452463254368
2022-06-26,BAGUETTE,44.0,50.14529279771769,-6.145292797717687
2022-06-27,BAGUETTE,29.0,30.59243621095252,-1.5924362109525205
2022-06-28,BAGUETTE,32.0,28.013222793067165,3.9867772069328353
2022-06-29,BAGUETTE,17.0,24.191190046108687,-7.191190046108687
2022-06-30,BAGUETTE,27.0,27.999728255981207,-0.9997282559812071
2022-07-01,BAGUETTE,39.0,29.70408476117699,9.29591523882301
2022-07-02,BAGUETTE,42.0,38.65082948683644,3.349170513163557
2022-07-03,BAGUETTE,74.0,52.163245787366684,21.836754212633316
2022-07-04,BAGUETTE,46.0,32.59007113312687,13.40992886687313
2022-07-05,BAGUETTE,29.0,30.058020373098962,-1.0580203730989624
2022-07-06,BAGUETTE,36.0,25.84459555918174,10.155404440818259
2022-07-07,BAGUETTE,31.0,29.60469896456549,1.3953010354345103
2022-07-08,BAGUETTE,33.0,31.37312906092744,1.6268709390725604
2022-07-09,BAGUETTE,33.0,40.36045047496614,-7.360450474966143
2022-07-10,BAGUETTE,57.0,52.505855878026,4.494144121974003
2022-07-11,BAGUETTE,69.0,32.932681223850174,36.067318776149826
2022-07-12,BAGUETTE,56.0,30.400630463766,25.599369536234
2022-07-13,BAGUETTE,51.0,26.187205649883907,24.812794350116093
2022-07-14,BAGUETTE,77.0,29.947309055201664,47.052690944798336
2022-07-15,BAGUETTE,79.0,31.715739151583172,47.28426084841683
2022-07-16,BAGUETTE,99.0,40.70306056558796,58.29693943441204
2022-07-17,BAGUETTE,94.0,52.84846596868532,41.15153403131468
2022-07-18,BAGUETTE,50.0,33.275291314510696,16.724708685489304
2022-07-19,BAGUETTE,36.0,30.7432405544445,5.256759445555499
2022-07-20,BAGUETTE,47.0,26.529815740540656,20.470184259459344
2022-07-21,BAGUETTE,40.0,30.289919145894316,9.710080854105684
2022-07-22,BAGUETTE,38.0,32.058349242236915,5.941650757763085
2022-07-23,BAGUETTE,85.0,41.04567065628737,43.95432934371263
2022-07-24,BAGUETTE,82.0,53.191076059369465,28.808923940630535
2022-07-25,BAGUETTE,63.0,33.61790140517154,29.382098594828463
2022-07-26,BAGUETTE,53.0,31.085850645111552,21.914149354888448
2022-07-27,BAGUETTE,53.0,26.87242583120761,26.12757416879239
2022-07-28,BAGUETTE,47.0,30.632529236586958,16.367470763413042
2022-07-29,BAGUETTE,64.0,32.40095933289264,31.59904066710736
2022-07-30,BAGUETTE,68.0,41.388280746964256,26.611719253035744
2022-07-31,BAGUETTE,70.0,53.53368615002877,16.46631384997123
2022-08-01,BAGUETTE,48.0,33.96051149583205,14.039488504167949
2022-08-02,BAGUETTE,49.0,44.13553549658475,4.864464503415249
2022-08-03,BAGUETTE,57.0,40.46555916070863,16.53444083929137
2022-08-04,BAGUETTE,40.0,44.14078588426555,-4.140785884265547
2022-08-05,BAGUETTE,70.0,46.15604931012692,23.843950689873083
2022-08-06,BAGUETTE,55.0,55.660033682271475,-0.6600336822714752
2022-08-07,BAGUETTE,67.0,67.80262163461823,-0.8026216346182338
2022-08-08,BAGUETTE,61.0,48.27236407681652,12.727635923183477
2022-08-09,BAGUETTE,52.0,45.27463288301536,6.725367116984643
2022-08-10,BAGUETTE,57.0,41.60465654713907,15.395343452860928
2022-08-11,BAGUETTE,51.0,45.27988327070835,5.720116729291647
2022-08-12,BAGUETTE,54.0,47.29514669650388,6.704853303496122
2022-08-13,BAGUETTE,54.0,56.799131068699964,-2.799131068699964
2022-08-14,BAGUETTE,81.0,68.94171902102912,12.058280978970885
2022-08-15,BAGUETTE,60.0,49.41146146322851,10.588538536771487
2022-08-16,BAGUETTE,35.0,46.41373026942114,-11.413730269421137
2022-08-17,BAGUETTE,41.0,42.74375393356951,-1.7437539335695078
2022-08-18,BAGUETTE,71.0,46.418980657130746,24.581019342869254
2022-08-19,BAGUETTE,53.0,48.43424408293871,4.5657559170612885
2022-08-20,BAGUETTE,61.0,57.938228455149805,3.0617715448501954
2022-08-21,BAGUETTE,73.0,70.08081640745161,2.919183592548393
