ds,article,y,unit_price
2021-01-07,PAIN BANETTE,2.0,1.4
2021-01-07,PAIN CHOCO AMANDES,1.0,1.5
2021-01-07,SANDWICH COMPLET,2.0,4.5
2021-01-07,SEIGLE,2.0,1.8
2021-01-07,SPECIAL BREAD,6.0,2.4
2021-01-07,TRADITIONAL BAGUETTE,109.0,1.2
2021-01-08,BAGUETTE,17.0,0.9
2021-01-08,BANETTE,20.0,1.05
2021-01-08,BANETTINE,7.0,0.6
2021-01-08,BOISSON 33CL,2.0,1.5
2021-01-08,BOULE 200G,3.0,1.1
2021-01-08,BOULE 400G,5.0,1.5
2021-01-08,BRIOCHE,1.0,5.0
2021-01-08,CAFE OU EAU,1.0,1.0
2021-01-08,CAMPAGNE,3.0,1.8
2021-01-08,CEREAL BAGUETTE,7.0,1.25
2021-01-08,CHAUSSON AUX POMMES,1.0,1.4
2021-01-08,COMPLET,5.0,1.5
2021-01-08,COOKIE,5.0,1.0
2021-01-08,COUPE,25.0,0.15
2021-01-08,CROISSANT,36.0,1.1
2021-01-08,DEMI BAGUETTE,3.0,0.45
2021-01-08,FICELLE,1.0,0.6
2021-01-08,FORMULE SANDWICH,6.0,6.5
2021-01-08,KOUIGN AMANN,2.0,2.1
2021-01-08,MOISSON,5.0,2.0
2021-01-08,PAIN,1.0,1.15
2021-01-08,PAIN AU CHOCOLAT,22.0,1.2
2021-01-08,PAIN AUX RAISINS,4.0,1.3999999999999997
2021-01-08,PAIN BANETTE,5.0,1.4
2021-01-08,PAIN CHOCO AMANDES,4.0,1.5
2021-01-08,QUIM BREAD,5.0,1.0
2021-01-08,SAND JB EMMENTAL,4.0,3.5
2021-01-08,SANDWICH COMPLET,6.0,4.5
2021-01-08,SEIGLE,2.0,1.8
2021-01-08,SPECIAL BREAD,6.0,2.4
2021-01-08,TRADITIONAL BAGUETTE,78.0,1.2
2021-01-09,BAGUETTE,25.0,0.9
2021-01-09,BANETTE,30.0,1.05
2021-01-09,BANETTINE,5.0,0.6
2021-01-09,BOISSON 33CL,1.0,1.5
2021-01-09,BOULE 200G,1.0,1.1
2021-01-09,BOULE 400G,6.0,1.5
2021-01-09,BRIOCHE,2.0,5.0
2021-01-09,CAFE OU EAU,4.0,1.0
2021-01-09,CAMPAGNE,5.0,1.8
2021-01-09,CEREAL BAGUETTE,10.0,1.25
2021-01-09,COMPLET,4.0,1.5
2021-01-09,COOKIE,2.0,1.0
2021-01-09,COUPE,32.0,0.15
2021-01-09,CROISSANT,33.0,1.1
2021-01-09,FICELLE,1.0,0.6
2021-01-09,FORMULE SANDWICH,3.0,6.5
2021-01-09,KOUIGN AMANN,1.0,2.1
2021-01-09,MOISSON,4.0,2.0
2021-01-09,PAIN,5.0,1.15
2021-01-09,PAIN AU CHOCOLAT,25.0,1.2
2021-01-09,PAIN AUX RAISINS,4.0,1.4
2021-01-09,PAIN BANETTE,6.0,1.3999999999999997
2021-01-09,QUIM BREAD,2.0,1.0
2021-01-09,SEIGLE,1.0,1.8
2021-01-09,SPECIAL BREAD,8.0,2.4
2021-01-09,TRADITIONAL BAGUETTE,135.0,1.2
2021-01-10,BAGUETTE,36.0,0.9
2021-01-10,BANETTE,35.0,1.05
2021-01-10,BANETTINE,6.0,0.6
2021-01-10,BOULE 200G,1.0,1.1
2021-01-10,BOULE 400G,7.0,1.5
2021-01-10,BRIOCHE,2.0,5.0
2021-01-10,CAMPAGNE,5.0,1.8
2021-01-10,CEREAL BAGUETTE,9.0,1.25
2021-01-10,CHAUSSON AUX POMMES,4.0,1.3999999999999997
2021-01-10,COMPLET,3.0,1.5
2021-01-10,COOKIE,4.0,1.0
2021-01-10,COUPE,22.0,0.15
2021-01-10,CROISSANT,48.0,1.1
2021-01-10,CROISSANT AMANDES,3.0,1.4
2021-01-10,DEMI BAGUETTE,2.0,0.45
2021-01-10,FICELLE,4.0,0.6
2021-01-10,KOUIGN AMANN,6.0,2.1
2021-01-10,MOISSON,1.0,2.0
2021-01-10,PAIN,2.0,1.15
2021-01-10,PAIN AU CHOCOLAT,42.0,1.2
2021-01-10,PAIN AUX RAISINS,3.0,1.4
2021-01-10,PAIN BANETTE,6.0,1.4
2021-01-10,PAIN CHOCO AMANDES,2.0,1.5
2021-01-10,QUIM BREAD,3.0,1.0
2021-01-10,SEIGLE,2.0,1.8
2021-01-10,SPECIAL BREAD,8.0,2.4
2021-01-10,TRADITIONAL BAGUETTE,140.0,1.2
2021-01-11,BAGUETTE,31.0,0.9
2021-01-11,BANETTE,21.0,1.05
2021-01-11,BANETTINE,3.0,0.6
2021-01-11,BOULE 200G,6.0,1.1
2021-01-11,BOULE 400G,7.0,1.5
2021-01-11,BRIOCHE,2.0,5.0
2021-01-11,CAMPAGNE,5.0,1.8
2021-01-11,CEREAL BAGUETTE,8.0,1.25
2021-01-11,CHAUSSON AUX POMMES,2.0,1.4
2021-01-11,COMPLET,1.0,1.5
2021-01-11,COOKIE,7.0,1.0
2021-01-11,COUPE,20.0,0.15
2021-01-11,CROISSANT,14.0,1.1
2021-01-11,CROISSANT AMANDES,4.0,1.4
2021-01-11,DEMI BAGUETTE,2.0,0.45
2021-01-11,FICELLE,2.0,0.6
2021-01-11,FORMULE SANDWICH,6.0,6.5
2021-01-11,KOUIGN AMANN,2.0,2.1
2021-01-11,PAIN,6.0,1.15
2021-01-11,PAIN AU CHOCOLAT,17.0,1.2
2021-01-11,PAIN AUX RAISINS,1.0,1.4
2021-01-11,PAIN BANETTE,2.0,1.4
2021-01-11,PAIN CHOCO AMANDES,1.0,1.5
2021-01-11,QUIM BREAD,4.0,1.0
2021-01-11,SAND JB EMMENTAL,5.0,3.5
2021-01-11,SANDWICH COMPLET,3.0,4.5
2021-01-11,SPECIAL BREAD,1.0,2.4
2021-01-11,TRADITIONAL BAGUETTE,88.0,1.2
2021-01-12,BAGUETTE,29.0,0.9
2021-01-12,BANETTE,18.0,1.05
2021-01-12,BANETTINE,5.0,0.6
2021-01-12,BOISSON 33CL,1.0,1.5
2021-01-12,BOULE 200G,3.0,1.1
2021-01-12,BOULE 400G,3.0,1.5
2021-01-12,CAFE OU EAU,6.0,1.0
2021-01-12,CAMPAGNE,2.0,1.8
2021-01-12,CEREAL BAGUETTE,4.0,1.25
2021-01-12,CHAUSSON AUX POMMES,4.0,1.4
2021-01-12,COMPLET,3.0,1.5
2021-01-12,COOKIE,6.0,1.0
2021-01-12,COUPE,16.0,0.15
2021-01-12,CROISSANT,24.0,1.1
2021-01-12,CROISSANT AMANDES,1.0,1.4
2021-01-12,DEMI BAGUETTE,2.0,0.45
2021-01-12,FICELLE,4.0,0.6
2021-01-12,FORMULE SANDWICH,5.0,6.5
2021-01-12,KOUIGN AMANN,1.0,2.1
2021-01-12,MOISSON,2.0,2.0
2021-01-12,PAIN,2.0,1.15
2021-01-12,PAIN AU CHOCOLAT,12.0,1.2
2021-01-12,PAIN AUX RAISINS,1.0,1.4
2021-01-12,PAIN CHOCO AMANDES,5.0,1.5
2021-01-12,QUIM BREAD,1.0,1.0
2021-01-12,SAND JB EMMENTAL,1.0,3.5
2021-01-12,SANDWICH COMPLET,5.0,4.5
2021-01-12,SEIGLE,2.0,1.8
2021-01-12,SPECIAL BREAD,4.0,2.4
2021-01-12,TRADITIONAL BAGUETTE,71.0,1.2
2021-01-14,BAGUETTE,24.0,0.9
2021-01-14,BANETTE,21.0,1.05
2021-01-14,BANETTINE,3.0,0.6
2021-01-14,BOULE 200G,2.0,1.1
2021-01-14,BOULE 400G,4.0,1.5
2021-01-14,BRIOCHE,1.0,5.0
2021-01-14,CAFE OU EAU,3.0,1.0
2021-01-14,CAMPAGNE,5.0,1.8
2021-01-14,CEREAL BAGUETTE,2.0,1.25
2021-01-14,CHAUSSON AUX POMMES,2.0,1.4
2021-01-14,COMPLET,3.0,1.5
2021-01-14,COOKIE,3.0,1.0
2021-01-14,COUPE,20.0,0.15
2021-01-14,CROISSANT,24.0,1.1
2021-01-14,CROISSANT AMANDES,3.0,1.4
2021-01-14,FICELLE,1.0,0.6
2021-01-14,FORMULE SANDWICH,7.0,6.5
2021-01-14,KOUIGN AMANN,5.0,2.1
2021-01-14,MOISSON,4.0,2.0
2021-01-14,PAIN,4.0,1.15
2021-01-14,PAIN AU CHOCOLAT,18.0,1.2
2021-01-14,PAIN AUX RAISINS,2.0,1.4
2021-01-14,PAIN BANETTE,6.0,1.4
2021-01-14,QUIM BREAD,1.0,1.0
2021-01-14,SAND JB EMMENTAL,1.0,3.5
2021-01-14,SANDWICH COMPLET,8.0,4.5
2021-01-14,SEIGLE,2.0,1.8
2021-01-14,SPECIAL BREAD,8.0,2.4
2021-01-14,TRADITIONAL BAGUETTE,77.0,1.2
2021-01-15,BAGUETTE,19.0,0.9000000000000001
2021-01-15,BANETTE,24.0,1.05
2021-01-15,BANETTINE,3.0,0.6
2021-01-15,BOULE 400G,3.0,1.5
2021-01-15,CAFE OU EAU,2.0,1.0
2021-01-15,CAMPAGNE,5.0,1.8
2021-01-15,CEREAL BAGUETTE,9.0,1.25
2021-01-15,CHAUSSON AUX POMMES,3.0,1.4
2021-01-15,COMPLET,4.0,1.5
2021-01-15,COOKIE,2.0,1.0
2021-01-15,COUPE,26.0,0.15
2021-01-15,CROISSANT,37.0,1.1
2021-01-15,CROISSANT AMANDES,3.0,1.3999999999999997
2021-01-15,DEMI BAGUETTE,1.0,0.45
2021-01-15,FORMULE SANDWICH,13.0,6.5
2021-01-15,KOUIGN AMANN,4.0,2.1
2021-01-15,MOISSON,5.0,2.0
2021-01-15,PAIN,1.0,1.15
2021-01-15,PAIN AU CHOCOLAT,26.0,1.2
2021-01-15,PAIN AUX RAISINS,4.0,1.3999999999999997
2021-01-15,PAIN BANETTE,1.0,1.4
2021-01-15,PAIN CHOCO AMANDES,2.0,1.5
2021-01-15,QUIM BREAD,4.0,1.0
2021-01-15,SAND JB EMMENTAL,5.0,3.5
2021-01-15,SANDWICH COMPLET,4.0,4.5
2021-01-15,SEIGLE,2.0,1.8
2021-01-15,SPECIAL BREAD,7.0,2.4
2021-01-15,TRADITIONAL BAGUETTE,85.0,1.2
2021-01-16,BAGUETTE,28.0,0.9
2021-01-16,BANETTE,22.0,1.05
2021-01-16,BANETTINE,6.0,0.6
2021-01-16,BOULE 200G,2.0,1.1
2021-01-16,BOULE 400G,2.0,1.5
2021-01-16,BRIOCHE,2.0,5.0
2021-01-16,CAFE OU EAU,1.0,1.0
2021-01-16,CAMPAGNE,5.0,1.8
2021-01-16,CEREAL BAGUETTE,14.0,1.25
2021-01-16,CHAUSSON AUX POMMES,4.0,1.3999999999999997
2021-01-16,COMPLET,3.0,1.5
2021-01-16,COOKIE,7.0,1.0
2021-01-16,COUPE,30.0,0.15
2021-01-16,CROISSANT,27.0,1.1
2021-01-16,DEMI BAGUETTE,2.0,0.45
2021-01-16,FICELLE,2.0,0.6
2021-01-16,FORMULE SANDWICH,1.0,6.5
2021-01-16,KOUIGN AMANN,1.0,2.1
2021-01-16,MOISSON,4.0,2.0
2021-01-16,PAIN,3.0,1.15
2021-01-16,PAIN AU CHOCOLAT,16.0,1.2
2021-01-16,PAIN AUX RAISINS,2.0,1.4
2021-01-16,PAIN BANETTE,5.0,1.4
2021-01-16,PAIN CHOCO AMANDES,4.0,1.5
2021-01-16,QUIM BREAD,4.0,1.0
2021-01-16,SEIGLE,2.0,1.8
2021-01-16,SPECIAL BREAD,10.0,2.4
2021-01-16,TRADITIONAL BAGUETTE,130.0,1.2
2021-01-17,BAGUETTE,37.0,0.9
2021-01-17,BANETTE,37.0,1.05
2021-01-17,BANETTINE,6.0,0.6
2021-01-17,BOISSON 33CL,1.0,1.5
2021-01-17,BOULE 200G,3.0,1.1
2021-01-17,BOULE 400G,7.0,1.5
2021-01-17,BRIOCHE,1.0,5.0
2021-01-17,CAMPAGNE,8.0,1.8
2021-01-17,CEREAL BAGUETTE,10.0,1.25
2021-01-17,CHAUSSON AUX POMMES,2.0,1.4
2021-01-17,COMPLET,4.0,1.5
2021-01-17,COOKIE,10.0,1.0
2021-01-17,COUPE,35.0,0.15
2021-01-17,CROISSANT,42.0,1.1
2021-01-17,FICELLE,4.0,0.6
2021-01-17,FORMULE SANDWICH,2.0,6.5
2021-01-17,KOUIGN AMANN,4.0,2.1
2021-01-17,MOISSON,5.0,2.0
2021-01-17,PAIN,6.0,1.15
2021-01-17,PAIN AU CHOCOLAT,47.0,1.2
2021-01-17,PAIN AUX RAISINS,1.0,1.4
2021-01-17,PAIN BANETTE,6.0,1.3999999999999997
2021-01-17,PAIN CHOCO AMANDES,2.0,1.5
2021-01-17,QUIM BREAD,3.0,1.0
2021-01-17,SANDWICH COMPLET,1.0,4.5
2021-01-17,SEIGLE,2.0,1.8
2021-01-17,SPECIAL BREAD,8.0,2.4
2021-01-17,TRADITIONAL BAGUETTE,154.0,1.2
2021-01-18,BAGUETTE,27.0,0.9
2021-01-18,BANETTE,21.0,1.05
2021-01-18,BANETTINE,3.0,0.6
2021-01-18,BOULE 200G,1.0,1.1
2021-01-18,BOULE 400G,7.0,1.5
2021-01-18,BRIOCHE,1.0,5.0
2021-01-18,CAFE OU EAU,3.0,1.0
2021-01-18,CAMPAGNE,5.0,1.8
2021-01-18,CEREAL BAGUETTE,5.0,1.25
2021-01-18,CHAUSSON AUX POMMES,1.0,1.4
2021-01-18,COMPLET,5.0,1.5
2021-01-18,COOKIE,6.0,1.0
2021-01-18,COUPE,24.0,0.15
2021-01-18,CROISSANT,16.0,1.1
2021-01-18,CROISSANT AMANDES,5.0,1.3999999999999997
2021-01-18,DEMI BAGUETTE,2.0,0.45
2021-01-18,FICELLE,4.0,0.6
2021-01-18,FINANCIER X5,2.0,3.0
2021-01-18,FORMULE SANDWICH,5.0,6.5
2021-01-18,KOUIGN AMANN,3.0,2.1
2021-01-18,MOISSON,1.0,2.0
2021-01-18,PAIN,1.0,1.15
2021-01-18,PAIN AU CHOCOLAT,14.0,1.2
2021-01-18,PAIN AUX RAISINS,3.0,1.4
2021-01-18,PAIN BANETTE,3.0,1.3999999999999997
2021-01-18,PAIN CHOCO AMANDES,3.0,1.5
2021-01-18,QUIM BREAD,1.0,1.0
2021-01-18,SAND JB EMMENTAL,6.0,3.5
2021-01-18,SANDWICH COMPLET,5.0,4.5
2021-01-18,SEIGLE,1.0,1.8
2021-01-18,SPECIAL BREAD,7.0,2.4
2021-01-18,TRADITIONAL BAGUETTE,80.0,1.2
2021-01-19,BAGUETTE,20.0,0.9
2021-01-19,BANETTE,17.0,1.05
2021-01-19,BANETTINE,1.0,0.6
2021-01-19,BOULE 200G,5.0,1.1
2021-01-19,BOULE 400G,5.0,1.5
2021-01-19,BRIOCHE,1.0,5.0
2021-01-19,CAFE OU EAU,8.0,1.0
2021-01-19,CAMPAGNE,1.0,1.8
2021-01-19,CEREAL BAGUETTE,1.0,1.25
2021-01-19,CHAUSSON AUX POMMES,1.0,1.4
2021-01-19,COMPLET,3.0,1.5
2021-01-19,COOKIE,8.0,1.0
2021-01-19,COUPE,19.0,0.15
2021-01-19,CROISSANT,23.0,1.1
2021-01-19,CROISSANT AMANDES,3.0,1.4
2021-01-19,DEMI BAGUETTE,3.0,0.45
2021-01-19,FICELLE,3.0,0.6
2021-01-19,FINANCIER X5,1.0,3.0
2021-01-19,FORMULE SANDWICH,6.0,6.5
2021-01-19,KOUIGN AMANN,2.0,2.1
2021-01-19,MOISSON,2.0,2.0
2021-01-19,PAIN,7.0,1.15
2021-01-19,PAIN AU CHOCOLAT,11.0,1.2
2021-01-19,PAIN AUX RAISINS,4.0,1.4
2021-01-19,PAIN BANETTE,2.0,1.4
2021-01-19,PAIN CHOCO AMANDES,2.0,1.5
2021-01-19,QUIM BREAD,2.0,1.0
2021-01-19,SAND JB EMMENTAL,1.0,3.5
2021-01-19,SANDWICH COMPLET,2.0,4.5
2021-01-19,SEIGLE,2.0,1.8
2021-01-19,SPECIAL BREAD,7.0,2.4
2021-01-19,TRADITIONAL BAGUETTE,94.0,1.2
2021-01-21,BAGUETTE,22.0,0.8999999999999999
2021-01-21,BANETTE,21.0,1.05
2021-01-21,BANETTINE,3.0,0.6
2021-01-21,BOISSON 33CL,3.0,1.5
2021-01-21,BOULE 200G,2.0,1.1
2021-01-21,BOULE 400G,4.0,1.5
2021-01-21,BRIOCHE,1.0,5.0
2021-01-21,CAFE OU EAU,2.0,1.0
2021-01-21,CAMPAGNE,5.0,1.8
2021-01-21,CEREAL BAGUETTE,6.0,1.25
2021-01-21,COMPLET,2.0,1.5
2021-01-21,COOKIE,3.0,1.0
2021-01-21,COUPE,17.0,0.15
2021-01-21,CROISSANT,8.0,1.1
2021-01-21,DEMI BAGUETTE,2.0,0.45
2021-01-21,FICELLE,2.0,0.6
2021-01-21,FINANCIER X5,1.0,3.0
2021-01-21,FORMULE SANDWICH,9.0,6.5
2021-01-21,KOUIGN AMANN,5.0,2.1
2021-01-21,MOISSON,5.0,2.0
2021-01-21,PAIN,4.0,1.15
2021-01-21,PAIN AUX RAISINS,1.0,1.4
2021-01-21,PAIN BANETTE,3.0,1.3999999999999997
2021-01-21,PAIN CHOCO AMANDES,1.0,1.5
2021-01-21,QUIM BREAD,3.0,1.0
2021-01-21,SANDWICH COMPLET,2.0,4.5
2021-01-21,SPECIAL BREAD,6.0,2.4
2021-01-21,TARTELETTE,7.0,2.0
2021-01-21,TRADITIONAL BAGUETTE,98.0,1.2
2021-01-22,BAGUETTE,28.0,0.9
2021-01-22,BANETTE,21.0,1.05
2021-01-22,BANETTINE,6.0,0.6
2021-01-22,BOISSON 33CL,1.0,1.5
2021-01-22,BOULE 200G,1.0,1.1
2021-01-22,BOULE 400G,5.0,1.5
2021-01-22,CAFE OU EAU,1.0,1.0
2021-01-22,CAMPAGNE,4.0,1.8
2021-01-22,CEREAL BAGUETTE,6.0,1.25
2021-01-22,CHAUSSON AUX POMMES,2.0,1.4
2021-01-22,COMPLET,3.0,1.5
2021-01-22,COOKIE,4.0,1.0
2021-01-22,COUPE,22.0,0.15
2021-01-22,CROISSANT,30.0,1.1
2021-01-22,CROISSANT AMANDES,4.0,1.3999999999999997
2021-01-22,DEMI BAGUETTE,2.0,0.45
2021-01-22,FICELLE,3.0,0.6
2021-01-22,FINANCIER X5,2.0,3.0
2021-01-22,FORMULE SANDWICH,5.0,6.5
2021-01-22,KOUIGN AMANN,6.0,2.1
2021-01-22,MOISSON,1.0,2.0
2021-01-22,PAIN,1.0,1.15
2021-01-22,PAIN AU CHOCOLAT,23.0,1.2
2021-01-22,PAIN AUX RAISINS,2.0,1.4
2021-01-22,PAIN BANETTE,2.0,1.4
2021-01-22,PAIN CHOCO AMANDES,2.0,1.5
2021-01-22,QUIM BREAD,1.0,1.0
2021-01-22,SAND JB EMMENTAL,2.0,3.5
2021-01-22,SANDWICH COMPLET,3.0,4.5
2021-01-22,SEIGLE,1.0,1.8
2021-01-22,SPECIAL BREAD,8.0,2.4
2021-01-22,TARTELETTE,8.0,2.0
2021-01-22,TRADITIONAL BAGUETTE,84.0,1.2
2021-01-23,BAGUETTE,28.0,0.9
2021-01-23,BANETTE,25.0,1.05
2021-01-23,BANETTINE,4.0,0.6
2021-01-23,BOISSON 33CL,3.0,1.5
2021-01-23,BOULE 400G,2.0,1.5
2021-01-23,BRIOCHE,1.0,5.0
2021-01-23,CAFE OU EAU,3.0,1.0
2021-01-23,CAMPAGNE,5.0,1.8
2021-01-23,CEREAL BAGUETTE,7.0,1.25
2021-01-23,CHAUSSON AUX POMMES,6.0,1.4
2021-01-23,COMPLET,5.0,1.5
2021-01-23,COOKIE,3.0,1.0
2021-01-23,COUPE,24.0,0.15
2021-01-23,CROISSANT,23.0,1.1
2021-01-23,CROISSANT AMANDES,1.0,1.4
2021-01-23,DEMI BAGUETTE,1.0,0.45
2021-01-23,FICELLE,4.0,0.6
2021-01-23,FINANCIER X5,2.0,3.0
2021-01-23,MOISSON,5.0,2.0
2021-01-23,PAIN,5.0,1.15
2021-01-23,PAIN AU CHOCOLAT,33.0,1.2
2021-01-23,PAIN BANETTE,7.0,1.4
2021-01-23,SAND JB EMMENTAL,2.0,3.5
2021-01-23,SANDWICH COMPLET,1.0,4.5
2021-01-23,SEIGLE,3.0,1.8
2021-01-23,SPECIAL BREAD,7.0,2.4
2021-01-23,TARTELETTE,5.0,2.0
2021-01-23,TRADITIONAL BAGUETTE,106.0,1.2
2021-01-24,BAGUETTE,35.0,0.9
2021-01-24,BANETTE,28.0,1.05
2021-01-24,BANETTINE,6.0,0.6
2021-01-24,BOULE 200G,7.0,1.1
2021-01-24,BOULE 400G,9.0,1.5
2021-01-24,BRIOCHE,2.0,5.0
2021-01-24,CAMPAGNE,5.0,1.8
2021-01-24,CEREAL BAGUETTE,10.0,1.25
2021-01-24,COMPLET,5.0,1.5
2021-01-24,COOKIE,7.0,1.0
2021-01-24,COUPE,44.0,0.15
2021-01-24,CROISSANT,39.0,1.1
2021-01-24,CROISSANT AMANDES,1.0,1.4
2021-01-24,DEMI BAGUETTE,4.0,0.45
2021-01-24,ECLAIR,9.0,2.0
2021-01-24,FICELLE,5.0,0.6
2021-01-24,KOUIGN AMANN,6.0,2.1
2021-01-24,MOISSON,5.0,2.0
2021-01-24,PAIN,3.0,1.15
2021-01-24,PAIN AU CHOCOLAT,22.0,1.2
